[DEBUG] 2019-11-07 15:36:11.590 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-11-07 15:36:11.603 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-11-07 15:36:11.605 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-11-07 15:36:11.687 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-11-07 15:36:11.694 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-11-07 15:36:12.042 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-11-07 15:36:12.044 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-11-07 15:36:12.054 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-11-07 15:36:12.366 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-11-07 15:36:12.380 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-11-07 15:36:12.380 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2019-11-07 15:36:12.402 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2019-11-07 15:36:12.431 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2c0b4c83
[DEBUG] 2019-11-07 15:36:12.432 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2c0b4c83
[DEBUG] 2019-11-07 15:36:12.432 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@2c0b4c83
[DEBUG] 2019-11-07 15:36:12.432 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@3bfc6a5e
[DEBUG] 2019-11-07 15:36:12.432 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@350a94ce
[DEBUG] 2019-11-07 15:36:12.433 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@62db0521
[DEBUG] 2019-11-07 15:36:12.436 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@37d871c2
[DEBUG] 2019-11-07 15:36:12.437 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@37d871c2
[DEBUG] 2019-11-07 15:36:12.437 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@37d871c2
[DEBUG] 2019-11-07 15:36:12.437 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@476e8796
[DEBUG] 2019-11-07 15:36:12.440 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@476e8796
[DEBUG] 2019-11-07 15:36:12.440 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@476e8796
[DEBUG] 2019-11-07 15:36:12.440 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@61d84e08
[DEBUG] 2019-11-07 15:36:12.443 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@61d84e08
[DEBUG] 2019-11-07 15:36:12.443 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@61d84e08
[DEBUG] 2019-11-07 15:36:12.446 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@7397c6
[DEBUG] 2019-11-07 15:36:12.446 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@7397c6
[DEBUG] 2019-11-07 15:36:12.446 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@7397c6
[DEBUG] 2019-11-07 15:36:12.447 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@6014a9ba
[DEBUG] 2019-11-07 15:36:12.447 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@6014a9ba
[DEBUG] 2019-11-07 15:36:12.447 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@6014a9ba
[DEBUG] 2019-11-07 15:36:12.447 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@4492eede
[DEBUG] 2019-11-07 15:36:12.447 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@4492eede
[DEBUG] 2019-11-07 15:36:12.452 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@4492eede
[DEBUG] 2019-11-07 15:36:12.452 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@5cb5bb88
[DEBUG] 2019-11-07 15:36:12.452 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@5cb5bb88
[DEBUG] 2019-11-07 15:36:12.452 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@5cb5bb88
[DEBUG] 2019-11-07 15:36:12.453 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@3a01773b
[DEBUG] 2019-11-07 15:36:12.453 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@3a01773b
[DEBUG] 2019-11-07 15:36:12.453 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@472698d
